ID_COTIZACION,ID_CENTRO_EMIS,NUM_POLIZA,POLIZA,ID_PRODUCTO,PRODUCTO,CUANTOS,PLAZO_PAGO,TIPO,VIGENCIA
160228,101,4296,101-0000004296-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,21,1,Años,1
160243,101,1138,101-0000001138-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,382,1,Años,1
160196,101,3055,101-0000003055-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,95,1,Años,1
158439,101,2270,101-0000002270-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,29,1,Años,1
158025,101,1336,101-0000001336-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,16,1,Años,1
158324,101,1118,101-0000001118-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,100,1,Años,1
160123,101,1118,101-0000001118-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,95,1,Años,1
160193,101,2270,101-0000002270-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,28,1,Años,1
160192,101,3178,101-0000003178-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,489,1,Años,1
160022,101,4162,101-0000004162-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,164,1,Años,1
160055,101,4186,101-0000004186-00,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"2,885",1,Años,1
160051,101,4180,101-0000004180-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,159,1,Años,1
159792,101,4019,101-0000004019-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,204,1,Años,1
158790,101,3382,101-0000003382-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,411,1,Años,1
159297,101,3699,101-0000003699-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"20,148",1,Años,1
158830,101,3393,101-0000003393-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"7,736",1,Años,1
158488,101,1381,101-0000001381-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,575,1,Años,1
158873,101,3423,101-0000003423-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,55,1,Años,1
159358,101,2752,101-0000002752-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,260,1,Años,1
158399,101,3138,101-0000003138-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,44,1,Años,1
160201,101,3138,101-0000003138-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,48,1,Años,1
160198,101,2347,101-0000002347-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,12,1,Años,1
160153,101,789,101-0000000789-07,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,3,1,Años,1
158395,101,356,101-0000000356-09,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,56,1,Años,1
160155,101,356,101-0000000356-10,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,57,1,Años,1
160152,101,3160,101-0000003160-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,18,1,Años,1
160147,101,4248,101-0000004248-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,116,1,Años,1
160145,101,4246,101-0000004246-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,26,1,Años,1
160063,101,4190,101-0000004190-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,48,1,Años,1
158342,101,3093,101-0000003093-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,10,1,Años,1
158207,101,3000,101-0000003000-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,70,1,Años,1
158334,101,513,101-0000000513-08,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,4,1,Años,1
160197,101,513,101-0000000513-09,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,3,1,Años,1
158498,101,3208,101-0000003208-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,71,1,Años,1
160194,101,3208,101-0000003208-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,73,1,Años,1
158353,101,3105,101-0000003105-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,377,1,Años,1
159850,101,2979,101-0000002979-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,274,1,Años,1
160133,101,4239,101-0000004239-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,334,1,Años,1
158457,101,3187,101-0000003187-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,23,1,Años,1
160227,101,3187,101-0000003187-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,25,1,Años,1
158417,101,3159,101-0000003159-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,22,1,Años,1
160224,101,3159,101-0000003159-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,14,1,Años,1
160167,101,4261,101-0000004261-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,13,1,Años,1
159243,101,2617,101-0000002617-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"2,692",1,Años,1
159870,101,4078,101-0000004078-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,85,1,Años,1
158520,101,2502,101-0000002502-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,82,1,Años,1
160221,101,3135,101-0000003135-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,70,1,Años,1
158409,101,3153,101-0000003153-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,73,1,Años,1
160032,101,3105,101-0000003105-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,334,1,Años,1
159706,101,163,101-0000000163-11,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,24,1,Años,1
160068,101,4193,101-0000004193-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,25,1,Años,1
158926,101,2452,101-0000002452-02,1498,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES.DIV.C/FUN,"115,249",1,Años,1
158461,101,3188,101-0000003188-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,33,1,Años,1
160219,101,3188,101-0000003188-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,32,1,Años,1
159573,101,451,101-0000000451-09,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,9,1,Años,1
159085,101,2522,101-0000002522-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,142,1,Años,1
159069,101,2519,101-0000002519-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,10,1,Años,1
158820,101,816,101-0000000816-06,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"39,393",1,Años,1
158286,101,1364,101-0000001364-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,38,1,Años,1
160124,101,4230,101-0000004230-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,40,1,Años,1
158921,101,2451,101-0000002451-02,1498,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES.DIV.C/FUN,"20,468",1,Años,1
158920,101,2450,101-0000002450-02,1498,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES.DIV.C/FUN,"87,399",1,Años,1
158919,101,2449,101-0000002449-02,1498,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES.DIV.C/FUN,"43,411",1,Años,1
159176,101,3625,101-0000003625-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,117,1,Años,1
158322,101,2249,101-0000002249-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,12,1,Años,1
160082,101,2249,101-0000002249-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,13,1,Años,1
160080,101,4199,101-0000004199-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,48,1,Años,1
158485,101,1808,101-0000001808-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,38,1,Años,1
