ID_COTIZACION,ID_CENTRO_EMIS,NUM_POLIZA,POLIZA,ID_PRODUCTO,PRODUCTO,CUANTOS,PLAZO_PAGO,TIPO,VIGENCIA
158710,101,1820,101-0000001820-02,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"13,508",1,Años,1
158176,101,2991,101-0000002991-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,231,1,Años,1
158880,101,1189,101-0000001189-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,604,1,Años,1
160018,101,4174,101-0000004174-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,86,1,Años,1
159573,101,451,101-0000000451-09,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,9,1,Años,1
158595,101,2292,101-0000002292-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,39,1,Años,1
160006,101,3070,101-0000003070-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,25,1,Años,1
159803,101,1340,101-0000001340-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,84,1,Años,1
159558,101,1298,101-0000001298-04,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,21,1,Años,1
158499,101,1767,101-0000001767-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,11,1,Años,1
159352,101,2059,101-0000002059-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,27,1,Años,1
159656,101,1309,101-0000001309-04,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"6,281",1,Años,1
160034,101,4176,101-0000004176-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,10,1,Años,1
160051,101,4180,101-0000004180-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,159,1,Años,1
136792,101,1240,101-0000001240-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"18,423",1,Años,1
159983,101,4135,101-0000004135-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,76,1,Años,1
160013,101,3013,101-0000003013-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,105,1,Años,1
158266,101,3045,101-0000003045-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,23,1,Años,1
160014,101,3045,101-0000003045-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,32,1,Años,1
159243,101,2617,101-0000002617-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"2,692",1,Años,1
159889,101,2991,101-0000002991-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,272,1,Años,1
159990,101,4142,101-0000004142-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,158,1,Años,1
159918,101,2141,101-0000002141-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,182,1,Años,1
158191,101,2994,101-0000002994-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,284,1,Años,1
159933,101,2994,101-0000002994-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,290,1,Años,1
158669,101,3307,101-0000003307-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,12,1,Años,1
159908,101,2474,101-0000002474-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,273,1,Años,1
159644,101,1317,101-0000001317-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,42,1,Años,1
159973,101,2692,101-0000002692-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,44,1,Años,0
159972,101,2733,101-0000002733-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,654,1,Años,0
159971,101,2734,101-0000002734-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,232,1,Años,0
159970,101,2689,101-0000002689-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,187",1,Años,0
159969,101,2688,101-0000002688-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,035",1,Años,0
159968,101,2687,101-0000002687-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,653",1,Años,0
159967,101,2731,101-0000002731-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,212,1,Años,0
159966,101,2730,101-0000002730-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,804,1,Años,0
159965,101,2683,101-0000002683-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"5,837",1,Años,0
159963,101,4131,101-0000004131-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"6,890",1,Años,1
159953,101,1680,101-0000001680-03,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"10,218",1,Años,1
159919,101,1099,101-0000001099-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,131,1,Años,1
159887,101,3127,101-0000003127-01,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"6,890",1,Años,1
159870,101,4078,101-0000004078-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,85,1,Años,1
159848,101,2229,101-0000002229-02,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"1,615",1,Años,1
159834,101,1336,101-0000001336-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,19,1,Años,1
159766,101,2831,101-0000002831-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,61,1,Años,1
159738,101,3991,101-0000003991-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,80,1,Años,1
159606,101,3899,101-0000003899-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,241,1,Años,1
159544,101,2058,101-0000002058-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,19,1,Años,1
159532,101,3854,101-0000003854-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,111,1,Años,1
159530,101,2814,101-0000002814-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,59,1,Años,1
159494,101,3835,101-0000003835-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,10,1,Años,1
159362,101,3743,101-0000003743-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,35,1,Años,1
159298,101,2751,101-0000002751-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,16,1,Años,1
158855,101,3409,101-0000003409-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,10,1,Años,1
158668,101,3304,101-0000003304-07,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,77,1,Años,1
158585,101,3254,101-0000003254-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,180,1,Años,1
158193,101,2996,101-0000002996-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,10,1,Años,1
157108,101,819,101-0000000819-01,1447,GRUPO TEMPORAL A 5 AÑOS,4,5,Años,5
159671,101,889,101-0000000889-06,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,144,1,Años,1
158265,101,3040,101-0000003040-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,453,1,Años,1
160043,101,3040,101-0000003040-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,440,1,Años,1
148219,101,1386,101-0000001386-00,1447,GRUPO TEMPORAL A 5 AÑOS,8,5,Años,5
159860,101,4068,101-0000004068-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,35,1,Años,1
158622,101,3274,101-0000003274-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,42,1,Años,1
158626,101,2348,101-0000002348-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,993,1,Años,1
159269,101,3683,101-0000003683-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,112,1,Años,1
159961,101,3023,101-0000003023-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,206,1,Años,1
158926,101,2452,101-0000002452-02,1498,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES.DIV.C/FUN,"115,249",1,Años,1
158596,101,3262,101-0000003262-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,101,1,Años,1
158828,101,1453,101-0000001453-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,39,1,Años,1
158667,101,3310,101-0000003310-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"52,782",1,Años,1
158211,101,1682,101-0000001682-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,22,1,Años,1
159914,101,1682,101-0000001682-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,38,1,Años,1
160048,101,4177,101-0000004177-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,79,1,Años,1
160022,101,4162,101-0000004162-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,164,1,Años,1
159974,101,2693,101-0000002693-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,35,1,Años,0
159836,101,4079,101-0000004079-00,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"1,817",1,Años,1
160028,101,4165,101-0000004165-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,12,1,Años,1
158488,101,1381,101-0000001381-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,575,1,Años,1
158778,101,1842,101-0000001842-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,553,1,Años,1
159572,101,1615,101-0000001615-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,316,1,Años,1
159145,101,3598,101-0000003598-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,25,1,Años,1
159931,101,2156,101-0000002156-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,111,1,Años,1
158644,101,3289,101-0000003289-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,109,1,Años,1
159777,101,4010,101-0000004010-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,105,1,Años,1
158797,101,3384,101-0000003384-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,86,1,Años,1
159403,101,3778,101-0000003778-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,531,1,Años,1
159402,101,3777,101-0000003777-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,213,1,Años,1
159401,101,3776,101-0000003776-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,080",1,Años,1
159400,101,3775,101-0000003775-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,781,1,Años,1
159399,101,3773,101-0000003773-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,196",1,Años,1
159398,101,3770,101-0000003770-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"5,987",1,Años,1
159040,101,3531,101-0000003531-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,912,1,Años,1
159571,101,3874,101-0000003874-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,256",1,Años,1
158402,101,1138,101-0000001138-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,439,1,Años,1
159324,101,2729,101-0000002729-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,315,1,Años,1
158790,101,3382,101-0000003382-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,411,1,Años,1
159764,101,3998,101-0000003998-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,142,1,Años,1
159119,101,1564,101-0000001564-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,187,1,Años,1
159127,101,2783,101-0000002783-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,146,1,Años,0
159981,101,2157,101-0000002157-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,29,1,Años,1
158295,101,1109,101-0000001109-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,18,1,Años,1
160009,101,1109,101-0000001109-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,17,1,Años,1
159610,101,61,101-0000000061-12,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,5,1,Años,1
159811,101,1676,101-0000001676-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,16,1,Años,1
158182,101,345,101-0000000345-09,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,51,1,Años,1
158227,101,1708,101-0000001708-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"2,115",1,Años,1
159030,101,2536,101-0000002536-01,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"1,193",1,Años,1
158218,101,3008,101-0000003008-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,61,1,Años,1
159917,101,3008,101-0000003008-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,79,1,Años,1
160001,101,4152,101-0000004152-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,56,1,Años,1
160000,101,4151,101-0000004151-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,11,1,Años,1
159999,101,4149,101-0000004149-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,11,1,Años,1
159992,101,4145,101-0000004145-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,47,1,Años,1
159898,101,4100,101-0000004100-00,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"1,270",1,Años,1
158209,101,2146,101-0000002146-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,100,1,Años,1
159959,101,2146,101-0000002146-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,206,1,Años,1
158623,101,1795,101-0000001795-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,547,1,Años,1
159937,101,4119,101-0000004119-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,10,1,Años,1
159409,101,2715,101-0000002715-01,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"13,041",1,Años,1
159176,101,3625,101-0000003625-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,117,1,Años,1
159958,101,2982,101-0000002982-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"129,694",1,Años,0
160050,101,4179,101-0000004179-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,17,1,Años,1
158164,101,2982,101-0000002982-00,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"114,008",1,Años,1
158779,101,3385,101-0000003385-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"1,017",1,Años,1
158069,101,1680,101-0000001680-02,1488,VIDA GRUPO TEMP A 1 AÑO EXP PROPIA,"8,850",1,Años,1
159830,101,4051,101-0000004051-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,552,1,Años,1
157910,101,912,101-0000000912-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,30,1,Años,1
159950,101,640,101-0000000640-08,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,6,1,Años,1
159942,101,4121,101-0000004121-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,65,1,Años,1
159301,101,2698,101-0000002698-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,197,1,Años,1
158231,101,3019,101-0000003019-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,225,1,Años,1
159932,101,3019,101-0000003019-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,224,1,Años,1
159591,101,1307,101-0000001307-04,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,514,1,Años,1
158485,101,1808,101-0000001808-02,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,38,1,Años,1
158364,101,2866,101-0000002866-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"27,488",1,Años,1
159253,101,2068,101-0000002068-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,105,1,Años,1
158263,101,3039,101-0000003039-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,71,1,Años,1
158285,101,1110,101-0000001110-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,124,1,Años,1
160029,101,1110,101-0000001110-05,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,135,1,Años,1
160020,101,4161,101-0000004161-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,128,1,Años,1
159899,101,4101,101-0000004101-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,"1,270",1,Años,1
158245,101,3027,101-0000003027-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,38,1,Años,1
159995,101,3027,101-0000003027-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,34,1,Años,1
158653,101,3296,101-0000003296-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,40,1,Años,1
158257,101,3035,101-0000003035-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,12,1,Años,1
159991,101,3035,101-0000003035-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,15,1,Años,1
158280,101,3053,101-0000003053-00,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,30,1,Años,1
159989,101,3053,101-0000003053-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,37,1,Años,1
158346,101,3100,101-0000003100-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,35,1,Años,1
158662,101,1425,101-0000001425-03,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,114,1,Años,1
159988,101,3100,101-0000003100-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,37,1,Años,1
158820,101,816,101-0000000816-06,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"39,393",1,Años,1
158818,101,815,101-0000000815-06,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"7,025",1,Años,1
158816,101,813,101-0000000813-06,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,65,1,Años,1
158405,101,3150,101-0000003150-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"2,300",1,Años,1
159603,101,2097,101-0000002097-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,41,1,Años,1
158264,101,644,101-0000000644-07,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,33,1,Años,1
159909,101,644,101-0000000644-08,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,31,1,Años,1
159905,101,2936,101-0000002936-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,29,1,Años,1
160037,101,3110,101-0000003110-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,295,1,Años,1
158353,101,3105,101-0000003105-02,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,377,1,Años,1
160032,101,3105,101-0000003105-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,334,1,Años,1
159471,101,1274,101-0000001274-04,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,55,1,Años,1
159066,101,2461,101-0000002461-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,113,1,Años,1
159181,101,3632,101-0000003632-00,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,410,1,Años,1
159987,101,1704,101-0000001704-03,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,108,1,Años,1
159806,101,2933,101-0000002933-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,10,1,Años,1
159297,101,3699,101-0000003699-01,1399,VIDA GRUPO SIN DIVIDENDOS PARA DEUDORES DIVERSOS,"20,148",1,Años,1
159986,101,3093,101-0000003093-01,1499,VIDA GRUPO EXPERIENCIA GLOBAL 2020,10,1,Años,1
